36.96	35.82	34.67	33.53	32.39	31.24	30.10	28.96	27.81	26.67	25.53	24.38	23.24	22.10	20.95	19.81	18.67	17.52	16.38	15.23
36.89	35.74	34.60	33.46	32.31	31.17	30.03	28.88	27.74	26.60	25.45	24.31	23.17	22.02	20.88	19.74	18.59	17.45	16.31	15.16
36.81	35.67	34.53	33.38	32.24	31.10	29.95	28.81	27.67	26.52	25.38	24.24	23.09	21.95	20.81	19.66	18.52	17.38	16.23	15.09
36.74	35.60	34.45	33.31	32.17	31.02	29.88	28.74	27.59	26.45	25.31	24.16	23.02	21.88	20.73	19.59	18.45	17.30	16.16	15.02
36.67	35.52	34.38	33.24	32.09	30.95	29.81	28.66	27.52	26.38	25.23	24.09	22.95	21.80	20.66	19.52	18.37	17.23	16.09	14.94
36.59	35.45	34.31	33.16	32.02	30.88	29.73	28.59	27.45	26.30	25.16	24.02	22.87	21.73	20.59	19.44	18.30	17.16	16.01	14.87
36.52	35.38	34.23	33.09	31.95	30.80	29.66	28.52	27.37	26.23	25.09	23.94	22.80	21.66	20.51	19.37	18.23	17.08	15.94	14.80
36.45	35.30	34.16	33.02	31.87	30.73	29.59	28.44	27.30	26.16	25.01	23.87	22.73	21.58	20.44	19.30	18.15	17.01	15.87	14.72
36.37	35.23	34.09	32.94	31.80	30.66	29.51	28.37	27.23	26.08	24.94	23.80	22.65	21.51	20.37	19.22	18.08	16.94	15.79	14.65
36.30	35.16	34.01	32.87	31.73	30.58	29.44	28.30	27.15	26.01	24.87	23.72	22.58	21.44	20.29	19.15	18.01	16.86	15.72	14.58
36.23	35.08	33.94	32.80	31.65	30.51	29.37	28.22	27.08	25.94	24.79	23.65	22.51	21.36	20.22	19.08	17.93	16.79	15.65	14.50
36.15	35.01	33.87	32.72	31.58	30.44	29.29	28.15	27.01	25.86	24.72	23.58	22.43	21.29	20.15	19.00	17.86	16.72	15.57	14.43
36.08	34.94	33.79	32.65	31.51	30.36	29.22	28.08	26.93	25.79	24.65	23.50	22.36	21.22	20.07	18.93	17.79	16.64	15.50	14.36
36.01	34.86	33.72	32.58	31.43	30.29	29.15	28.00	26.86	25.72	24.57	23.43	22.29	21.14	20.00	18.86	17.71	16.57	15.43	14.28
35.93	34.79	33.65	32.50	31.36	30.22	29.07	27.93	26.79	25.64	24.50	23.36	22.21	21.07	19.93	18.78	17.64	16.50	15.35	14.21
35.86	34.72	33.57	32.43	31.29	30.14	29.00	27.86	26.71	25.57	24.43	23.28	22.14	21.00	19.85	18.71	17.57	16.42	15.28	14.14
35.79	34.64	33.50	32.36	31.21	30.07	28.93	27.78	26.64	25.50	24.35	23.21	22.07	20.92	19.78	18.64	17.49	16.35	15.21	14.06
35.71	34.57	33.43	32.28	31.14	30.00	28.85	27.71	26.57	25.42	24.28	23.14	21.99	20.85	19.71	18.56	17.42	16.28	15.13	13.99
35.64	34.50	33.35	32.21	31.07	29.92	28.78	27.64	26.49	25.35	24.21	23.06	21.92	20.78	19.63	18.49	17.35	16.20	15.06	13.92
35.57	34.42	33.28	32.14	30.99	29.85	28.71	27.56	26.42	25.28	24.13	22.99	21.85	20.70	19.56	18.42	17.27	16.13	14.99	13.84
35.49	34.35	33.21	32.06	30.92	29.78	28.63	27.49	26.35	25.20	24.06	22.92	21.77	20.63	19.49	18.34	17.20	16.06	14.91	13.77
35.42	34.28	33.13	31.99	30.85	29.70	28.56	27.42	26.27	25.13	23.99	22.84	21.70	20.56	19.41	18.27	17.13	15.98	14.84	13.70
35.35	34.20	33.06	31.92	30.77	29.63	28.49	27.34	26.20	25.06	23.91	22.77	21.63	20.48	19.34	18.20	17.05	15.91	14.77	13.62
35.27	34.13	32.99	31.84	30.70	29.56	28.41	27.27	26.13	24.98	23.84	22.70	21.55	20.41	19.27	18.12	16.98	15.84	14.69	13.55
35.20	34.06	32.91	31.77	30.63	29.48	28.34	27.20	26.05	24.91	23.77	22.62	21.48	20.34	19.19	18.05	16.91	15.76	14.62	13.48
35.13	33.98	32.84	31.70	30.55	29.41	28.27	27.12	25.98	24.84	23.69	22.55	21.41	20.26	19.12	17.98	16.83	15.69	14.55	13.40
35.05	33.91	32.77	31.62	30.48	29.34	28.19	27.05	25.91	24.76	23.62	22.48	21.33	20.19	19.05	17.90	16.76	15.62	14.47	13.33
34.98	33.84	32.69	31.55	30.41	29.26	28.12	26.98	25.83	24.69	23.55	22.40	21.26	20.12	18.97	17.83	16.69	15.54	14.40	13.26
34.91	33.76	32.62	31.48	30.33	29.19	28.05	26.90	25.76	24.62	23.47	22.33	21.19	20.04	18.90	17.76	16.61	15.47	14.33	13.18
34.83	33.69	32.55	31.40	30.26	29.12	27.97	26.83	25.69	24.54	23.40	22.26	21.11	19.97	18.83	17.68	16.54	15.40	14.25	13.11
34.76	33.62	32.47	31.33	30.19	29.04	27.90	26.76	25.61	24.47	23.33	22.18	21.04	19.90	18.75	17.61	16.47	15.32	14.18	13.04
34.69	33.54	32.40	31.26	30.11	28.97	27.83	26.68	25.54	24.40	23.25	22.11	20.97	19.82	18.68	17.54	16.39	15.25	14.11	12.96
34.61	33.47	32.33	31.18	30.04	28.90	27.75	26.61	25.47	24.32	23.18	22.04	20.89	19.75	18.61	17.46	16.32	15.18	14.03	12.89
34.54	33.40	32.25	31.11	29.97	28.82	27.68	26.54	25.39	24.25	23.11	21.96	20.82	19.68	18.53	17.39	16.25	15.10	13.96	12.82
34.47	33.32	32.18	31.04	29.89	28.75	27.61	26.46	25.32	24.18	23.03	21.89	20.75	19.60	18.46	17.32	16.17	15.03	13.89	12.74
34.39	33.25	32.11	30.96	29.82	28.68	27.53	26.39	25.25	24.10	22.96	21.82	20.67	19.53	18.39	17.24	16.10	14.96	13.81	12.67
34.32	33.18	32.03	30.89	29.75	28.60	27.46	26.32	25.17	24.03	22.89	21.74	20.60	19.46	18.31	17.17	16.03	14.88	13.74	12.60
34.25	33.10	31.96	30.82	29.67	28.53	27.39	26.24	25.10	23.96	22.81	21.67	20.53	19.38	18.24	17.10	15.95	14.81	13.67	12.52
34.17	33.03	31.89	30.74	29.60	28.46	27.31	26.17	25.03	23.88	22.74	21.60	20.45	19.31	18.17	17.02	15.88	14.74	13.59	12.45
34.10	32.96	31.81	30.67	29.53	28.38	27.24	26.10	24.95	23.81	22.67	21.52	20.38	19.24	18.09	16.95	15.81	14.66	13.52	12.38
34.03	32.88	31.74	30.60	29.45	28.31	27.17	26.02	24.88	23.74	22.59	21.45	20.31	19.16	18.02	16.88	15.73	14.59	13.45	12.30
33.95	32.81	31.67	30.52	29.38	28.24	27.09	25.95	24.81	23.66	22.52	21.38	20.23	19.09	17.95	16.80	15.66	14.52	13.37	12.23
33.88	32.74	31.59	30.45	29.31	28.16	27.02	25.88	24.73	23.59	22.45	21.30	20.16	19.02	17.87	16.73	15.59	14.44	13.30	12.16
33.81	32.66	31.52	30.38	29.23	28.09	26.95	25.80	24.66	23.52	22.37	21.23	20.09	18.94	17.80	16.66	15.51	14.37	13.23	12.08
33.73	32.59	31.45	30.30	29.16	28.02	26.87	25.73	24.59	23.44	22.30	21.16	20.01	18.87	17.73	16.58	15.44	14.30	13.15	12.01
33.66	32.52	31.37	30.23	29.09	27.94	26.80	25.66	24.51	23.37	22.23	21.08	19.94	18.80	17.65	16.51	15.37	14.22	13.08	11.94
33.59	32.44	31.30	30.16	29.01	27.87	26.73	25.58	24.44	23.30	22.15	21.01	19.87	18.72	17.58	16.44	15.29	14.15	13.01	11.86
33.51	32.37	31.23	30.08	28.94	27.80	26.65	25.51	24.37	23.22	22.08	20.94	19.79	18.65	17.51	16.36	15.22	14.08	12.93	11.79
33.44	32.30	31.15	30.01	28.87	27.72	26.58	25.44	24.29	23.15	22.01	20.86	19.72	18.58	17.43	16.29	15.15	14.00	12.86	11.72
33.37	32.22	31.08	29.94	28.79	27.65	26.51	25.36	24.22	23.08	21.93	20.79	19.65	18.50	17.36	16.22	15.07	13.93	12.79	11.64
33.29	32.15	31.01	29.86	28.72	27.58	26.43	25.29	24.15	23.00	21.86	20.72	19.57	18.43	17.29	16.14	15.00	13.86	12.71	11.57
33.22	32.08	30.93	29.79	28.65	27.50	26.36	25.22	24.07	22.93	21.79	20.64	19.50	18.36	17.21	16.07	14.93	13.78	12.64	11.50
33.15	32.00	30.86	29.72	28.57	27.43	26.29	25.14	24.00	22.86	21.71	20.57	19.43	18.28	17.14	16.00	14.85	13.71	12.57	11.42
33.07	31.93	30.79	29.64	28.50	27.36	26.21	25.07	23.93	22.78	21.64	20.50	19.35	18.21	17.07	15.92	14.78	13.64	12.49	11.35
33.00	31.86	30.71	29.57	28.43	27.28	26.14	25.00	23.85	22.71	21.57	20.42	19.28	18.14	16.99	15.85	14.71	13.56	12.42	11.28
32.93	31.78	30.64	29.50	28.35	27.21	26.07	24.92	23.78	22.64	21.49	20.35	19.21	18.06	16.92	15.78	14.63	13.49	12.35	11.20
32.85	31.71	30.57	29.42	28.28	27.14	25.99	24.85	23.71	22.56	21.42	20.28	19.13	17.99	16.85	15.70	14.56	13.42	12.27	11.13
32.78	31.64	30.49	29.35	28.21	27.06	25.92	24.78	23.63	22.49	21.35	20.20	19.06	17.92	16.77	15.63	14.49	13.34	12.20	11.06
32.71	31.56	30.42	29.28	28.13	26.99	25.85	24.70	23.56	22.42	21.27	20.13	18.99	17.84	16.70	15.56	14.41	13.27	12.13	10.98
32.63	31.49	30.35	29.20	28.06	26.92	25.77	24.63	23.49	22.34	21.20	20.06	18.91	17.77	16.63	15.48	14.34	13.20	12.05	10.91
32.56	31.42	30.27	29.13	27.99	26.84	25.70	24.56	23.41	22.27	21.13	19.98	18.84	17.70	16.55	15.41	14.27	13.12	11.98	10.84
32.49	31.34	30.20	29.06	27.91	26.77	25.63	24.48	23.34	22.20	21.05	19.91	18.77	17.62	16.48	15.34	14.19	13.05	11.91	10.76
32.41	31.27	30.13	28.98	27.84	26.70	25.55	24.41	23.27	22.12	20.98	19.84	18.69	17.55	16.41	15.26	14.12	12.98	11.83	10.69
32.34	31.20	30.05	28.91	27.77	26.62	25.48	24.34	23.19	22.05	20.91	19.76	18.62	17.48	16.33	15.19	14.05	12.90	11.76	10.62
32.27	31.12	29.98	28.84	27.69	26.55	25.41	24.26	23.12	21.98	20.83	19.69	18.55	17.40	16.26	15.12	13.97	12.83	11.69	10.54
32.19	31.05	29.91	28.76	27.62	26.48	25.33	24.19	23.05	21.90	20.76	19.62	18.47	17.33	16.19	15.04	13.90	12.76	11.61	10.47
32.12	30.98	29.83	28.69	27.55	26.40	25.26	24.12	22.97	21.83	20.69	19.54	18.40	17.26	16.11	14.97	13.83	12.68	11.54	10.40
32.05	30.90	29.76	28.62	27.47	26.33	25.19	24.04	22.90	21.76	20.61	19.47	18.33	17.18	16.04	14.90	13.75	12.61	11.47	10.32
31.97	30.83	29.69	28.54	27.40	26.26	25.11	23.97	22.83	21.68	20.54	19.40	18.25	17.11	15.97	14.82	13.68	12.54	11.39	10.25
31.90	30.76	29.61	28.47	27.33	26.18	25.04	23.90	22.75	21.61	20.47	19.32	18.18	17.04	15.89	14.75	13.61	12.46	11.32	10.18
31.83	30.68	29.54	28.40	27.25	26.11	24.97	23.82	22.68	21.54	20.39	19.25	18.11	16.96	15.82	14.68	13.53	12.39	11.25	10.10
