27.45	26.81	26.17	25.53	24.89	24.25	23.61	22.98	22.34	21.70	21.06	20.42	19.78	19.14	18.50	17.86	17.22	16.59	15.95	15.31
27.40	26.76	26.13	25.49	24.85	24.21	23.57	22.93	22.29	21.65	21.01	20.37	19.74	19.10	18.46	17.82	17.18	16.54	15.90	15.26
27.36	26.72	26.08	25.44	24.80	24.16	23.52	22.89	22.25	21.61	20.97	20.33	19.69	19.05	18.41	17.77	17.14	16.50	15.86	15.22
27.31	26.67	26.04	25.40	24.76	24.12	23.48	22.84	22.20	21.56	20.92	20.29	19.65	19.01	18.37	17.73	17.09	16.45	15.81	15.17
27.27	26.63	25.99	25.35	24.71	24.07	23.44	22.80	22.16	21.52	20.88	20.24	19.60	18.96	18.32	17.69	17.05	16.41	15.77	15.13
27.22	26.59	25.95	25.31	24.67	24.03	23.39	22.75	22.11	21.47	20.84	20.20	19.56	18.92	18.28	17.64	17.00	16.36	15.72	15.08
27.18	26.54	25.90	25.26	24.62	23.99	23.35	22.71	22.07	21.43	20.79	20.15	19.51	18.87	18.23	17.60	16.96	16.32	15.68	15.04
27.14	26.50	25.86	25.22	24.58	23.94	23.30	22.66	22.02	21.38	20.75	20.11	19.47	18.83	18.19	17.55	16.91	16.27	15.63	15.00
27.09	26.45	25.81	25.17	24.53	23.90	23.26	22.62	21.98	21.34	20.70	20.06	19.42	18.78	18.15	17.51	16.87	16.23	15.59	14.95
27.05	26.41	25.77	25.13	24.49	23.85	23.21	22.57	21.93	21.30	20.66	20.02	19.38	18.74	18.10	17.46	16.82	16.18	15.55	14.91
27.00	26.36	25.72	25.08	24.45	23.81	23.17	22.53	21.89	21.25	20.61	19.97	19.33	18.70	18.06	17.42	16.78	16.14	15.50	14.86
26.96	26.32	25.68	25.04	24.40	23.76	23.12	22.48	21.85	21.21	20.57	19.93	19.29	18.65	18.01	17.37	16.73	16.10	15.46	14.82
26.91	26.27	25.63	25.00	24.36	23.72	23.08	22.44	21.80	21.16	20.52	19.88	19.25	18.61	17.97	17.33	16.69	16.05	15.41	14.77
26.87	26.23	25.59	24.95	24.31	23.67	23.03	22.40	21.76	21.12	20.48	19.84	19.20	18.56	17.92	17.28	16.64	16.01	15.37	14.73
26.82	26.18	25.55	24.91	24.27	23.63	22.99	22.35	21.71	21.07	20.43	19.79	19.16	18.52	17.88	17.24	16.60	15.96	15.32	14.68
26.78	26.14	25.50	24.86	24.22	23.58	22.94	22.31	21.67	21.03	20.39	19.75	19.11	18.47	17.83	17.19	16.56	15.92	15.28	14.64
26.73	26.09	25.46	24.82	24.18	23.54	22.90	22.26	21.62	20.98	20.34	19.71	19.07	18.43	17.79	17.15	16.51	15.87	15.23	14.59
26.69	26.05	25.41	24.77	24.13	23.49	22.86	22.22	21.58	20.94	20.30	19.66	19.02	18.38	17.74	17.11	16.47	15.83	15.19	14.55
26.64	26.01	25.37	24.73	24.09	23.45	22.81	22.17	21.53	20.89	20.26	19.62	18.98	18.34	17.70	17.06	16.42	15.78	15.14	14.50
26.60	25.96	25.32	24.68	24.04	23.41	22.77	22.13	21.49	20.85	20.21	19.57	18.93	18.29	17.65	17.02	16.38	15.74	15.10	14.46
26.56	25.92	25.28	24.64	24.00	23.36	22.72	22.08	21.44	20.80	20.17	19.53	18.89	18.25	17.61	16.97	16.33	15.69	15.05	14.42
26.51	25.87	25.23	24.59	23.95	23.32	22.68	22.04	21.40	20.76	20.12	19.48	18.84	18.20	17.57	16.93	16.29	15.65	15.01	14.37
26.47	25.83	25.19	24.55	23.91	23.27	22.63	21.99	21.35	20.72	20.08	19.44	18.80	18.16	17.52	16.88	16.24	15.60	14.97	14.33
26.42	25.78	25.14	24.50	23.87	23.23	22.59	21.95	21.31	20.67	20.03	19.39	18.75	18.12	17.48	16.84	16.20	15.56	14.92	14.28
26.38	25.74	25.10	24.46	23.82	23.18	22.54	21.90	21.27	20.63	19.99	19.35	18.71	18.07	17.43	16.79	16.15	15.52	14.88	14.24
26.33	25.69	25.05	24.42	23.78	23.14	22.50	21.86	21.22	20.58	19.94	19.30	18.67	18.03	17.39	16.75	16.11	15.47	14.83	14.19
26.29	25.65	25.01	24.37	23.73	23.09	22.45	21.82	21.18	20.54	19.90	19.26	18.62	17.98	17.34	16.70	16.06	15.43	14.79	14.15
26.24	25.60	24.97	24.33	23.69	23.05	22.41	21.77	21.13	20.49	19.85	19.21	18.58	17.94	17.30	16.66	16.02	15.38	14.74	14.10
26.20	25.56	24.92	24.28	23.64	23.00	22.36	21.73	21.09	20.45	19.81	19.17	18.53	17.89	17.25	16.61	15.98	15.34	14.70	14.06
26.15	25.51	24.88	24.24	23.60	22.96	22.32	21.68	21.04	20.40	19.76	19.13	18.49	17.85	17.21	16.57	15.93	15.29	14.65	14.01
26.11	25.47	24.83	24.19	23.55	22.91	22.28	21.64	21.00	20.36	19.72	19.08	18.44	17.80	17.16	16.53	15.89	15.25	14.61	13.97
26.06	25.43	24.79	24.15	23.51	22.87	22.23	21.59	20.95	20.31	19.68	19.04	18.40	17.76	17.12	16.48	15.84	15.20	14.56	13.92
26.02	25.38	24.74	24.10	23.46	22.83	22.19	21.55	20.91	20.27	19.63	18.99	18.35	17.71	17.07	16.44	15.80	15.16	14.52	13.88
