DateTime , New SMT-A2 Sensor (9136/3) , New SMT-A2 Sensor (9136/4) , Internal Temperature (9136/5) , Internal RH (9136/6) , Battery (9136/7) , Temperature 4ft (9136/17) , PLY 2 - BOTTOM CORNER (9136/18) , PLY 6 - BOTTOM CORNER (9136/19) , PLY 1 - BOTTOM CORNER (9136/20) , PLY 7 - BOTTOM CORNER (9136/21) , PLY 5 - MIDDLE PANEL (9136/22) ," PLY 4 - EDGE BY HARDWARE - 2"" IN (9136/23) "," PLY 2 - EDGE BY HARDWARE - 6"" IN (9136/24) "
12/1/2017 3:00, NULL , NULL ,21.81729688,39.7,4216,21.71530349,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774
12/1/2017 4:00, NULL , NULL ,21.79853938,39.58,4216,21.68675108,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774
12/1/2017 5:00, NULL , NULL ,21.78081431,39.35,4224,21.66427792,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774
12/1/2017 6:00, NULL , NULL ,21.78317661,39.46,4216,21.67115097,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774
12/1/2017 7:00, NULL , NULL ,22.00359491,39.57,4216,21.86673732,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774
12/1/2017 8:00, NULL , NULL ,17.52863752,49.89,4208,14.48054189,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774
12/1/2017 9:00, NULL , NULL ,9.511772542,90.11,8391,9.095089628,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774,8.974617774
12/1/2017 10:00, NULL , NULL ,11.71767104,86.74,5537,10.60913683,8.974617774,8.974617774,10.65126821,19.38883926,8.974617774,8.974617774,8.974617774
12/1/2017 11:00, NULL , NULL ,13.94507957,83.67592593,4511.555556,11.45407878,9.00978467,8.974617774,12.09870538,9.949222505,8.974617774,8.974617774,8.974617774
12/1/2017 12:00, NULL , NULL ,16.99072135,82.3725,4358.65,12.97335488,9.155904817,8.974617774,11.98972458,9.788888366,8.974617774,8.974617774,8.974617774
12/1/2017 13:00, NULL , NULL ,15.35715836,90.401,7697.95,12.64425505,9.399791401,8.974617774,11.82227738,9.782108959,8.974617774,8.974617774,8.974617774
12/1/2017 14:00, NULL , NULL ,13.20891667,90.634,8391,12.08570612,9.679082404,8.974617774,11.69599475,9.844275189,8.974617774,8.974617774,8.974617774
12/1/2017 15:00, NULL , NULL ,12.70016205,90.559,8391,11.99306369,9.675243081,8.974617774,11.60938595,9.756761743,8.974617774,8.974617774,8.974617774
12/1/2017 16:00, NULL , NULL ,11.70785243,90.41555556,8391,11.42371722,10.05551629,9.072470175,11.66338252,10.04090464,9.047204534,9.250580073,9.032084214
12/1/2017 17:00, NULL , NULL ,11.17616576,90.336,8391,11.07357265,10.35643252,9.375762646,11.73423548,10.27498823,9.316381601,9.613507677,9.277119474
12/1/2017 18:00, NULL , NULL ,11.02461012,90.314,8391,10.8997606,10.33023404,9.320684879,11.68512016,10.20098267,9.253698316,9.547006078,9.209664417
12/1/2017 19:00, NULL , NULL ,10.72203045,90.269,8391,10.61588407,10.43394274,9.442782344,11.69705838,10.25583593,9.360114501,9.639617409,9.315757077
12/1/2017 20:00, NULL , NULL ,10.5436566,90.246,8391,10.47925124,10.52515407,9.573460451,11.74475423,10.32497347,9.488838966,9.747874624,9.44066436
12/1/2017 21:00, NULL , NULL ,10.39857332,90.22266667,8391,10.3502299,10.62154216,9.717462446,11.83032628,10.40821852,9.631798444,9.87243666,9.583639078
12/1/2017 22:00, NULL , NULL ,10.29122688,90.20722222,8391,10.22194696,10.68862087,9.816017376,11.85898368,10.46316489,9.726262914,9.954370753,9.676816888
12/1/2017 23:00, NULL , NULL ,10.12289284,90.1835,8391,10.03200073,10.81916539,9.97883419,14.87273401,10.58470169,9.896431993,13.96957311,9.864364461
12/2/2017 0:00, NULL , NULL ,9.849419811,90.148,8391,9.686599526,11.13178124,10.36744127,25.08350741,10.93482759,10.33004937,22.78984168,10.33457948
12/2/2017 1:00, NULL , NULL ,9.767080533,90.136,8391,9.527571053,11.21760378,10.49823714,22.73981223,11.00236641,10.44072456,22.63036533,10.45314858
12/2/2017 2:00, NULL , NULL ,9.672789929,90.1205,8391,9.428011542,11.25821878,10.54636408,22.1041538,11.02764379,10.47879185,22.49383692,10.48932196
12/2/2017 3:00, NULL , NULL ,9.34968129,90.077,8391,9.155628868,11.56209719,10.88544199,22.0966999,11.28828775,10.80878092,22.1625148,10.81722188
12/2/2017 4:00, NULL , NULL ,9.097761926,90.038,8391,8.96972104,11.86600656,11.14806845,22.06295316,11.74618482,11.06365136,20.3772932,11.0437426
12/2/2017 5:00, NULL , NULL ,8.911096127,90.011,8391,8.787532107,12.10832956,11.44054393,21.21516688,12.1053035,11.3403144,21.2691877,11.32589776
12/2/2017 6:00, NULL , NULL ,8.713259004,89.9865,8391,8.636172793,12.32344568,11.72060577,21.04368103,12.30098099,11.61077416,20.35376169,11.5868332
